time,start of the ball,single_player,commentators,interviews,crowd,field_view,playergathering,others
240s,0,1,0,0,0,0,0,0
241s,0,1,0,0,0,0,0,0
242s,0,1,0,0,0,0,0,0
243s,0,1,0,0,0,0,0,0
244s,0,1,0,0,0,0,0,0
245s,0,1,0,0,0,0,0,0
246s,0,0,0,0,0,0,0,1
247s,0,0,0,0,0,0,0,1
248s,0,1,0,0,0,0,0,0
249s,1,0,0,0,0,0,0,0
250s,1,0,0,0,0,0,0,0
251s,0,0,0,0,0,0,0,1
252s,0,0,0,0,0,1,0,0
253s,0,0,0,0,0,1,0,0
254s,0,0,0,0,0,1,0,0
255s,0,0,0,0,0,1,0,0
256s,0,0,0,0,0,1,0,0
257s,0,0,0,0,0,1,0,0
258s,0,0,0,0,0,1,0,0
259s,0,0,0,0,0,1,0,0
260s,0,0,0,0,0,1,0,0
261s,0,0,0,0,0,1,0,0
262s,0,0,0,0,0,1,0,0
263s,0,0,0,0,0,1,0,0
264s,0,0,0,0,0,1,0,0
265s,1,0,0,0,0,0,0,0
266s,1,0,0,0,0,0,0,0
267s,0,0,0,0,0,0,0,1
268s,1,0,0,0,0,0,0,0
269s,1,0,0,0,0,0,0,0
270s,0,0,0,0,0,0,0,1
271s,0,0,0,0,0,0,1,0
272s,0,0,0,0,0,0,0,1
273s,0,1,0,0,0,0,0,0
274s,0,0,0,0,0,0,0,1
275s,0,1,0,0,0,0,0,0
276s,0,0,0,0,0,0,0,1
277s,0,0,0,0,0,0,0,1
278s,0,0,0,0,0,0,0,1
279s,0,0,0,0,0,0,0,1
280s,0,0,0,0,0,0,0,1
281s,0,0,0,0,0,0,0,1
282s,0,0,0,0,0,0,0,1
283s,1,0,0,0,0,0,0,0
284s,1,0,0,0,0,0,0,0
285s,0,0,0,0,0,0,0,1
286s,0,0,0,0,0,0,0,1
287s,0,0,0,0,0,1,0,0
288s,0,0,0,0,0,0,0,1
289s,0,0,0,0,0,0,0,1
290s,0,0,0,0,0,0,0,1
291s,0,0,0,0,0,0,0,1
292s,0,0,0,0,0,0,0,1
293s,0,1,0,0,0,0,0,0
294s,0,0,0,0,0,0,0,1
295s,0,0,0,0,0,0,0,1
296s,0,0,0,0,0,0,0,1
297s,0,0,0,0,0,0,0,1
298s,0,0,0,0,0,0,0,1
299s,0,0,0,0,0,0,0,1
