time,start of the ball,single_player,commentators,interviews,crowd,field_view,playergathering,others
201s,1,0,0,0,0,0,0,0
202s,1,0,0,0,0,0,0,0
203s,0,0,0,0,0,0,0,1
204s,0,1,0,0,0,0,0,0
205s,0,1,0,0,0,0,0,0
206s,0,1,0,0,0,0,0,0
207s,0,0,0,0,0,0,0,1
208s,0,0,0,0,0,0,0,1
209s,0,0,0,0,0,0,0,1
210s,0,0,0,0,0,0,0,1
211s,0,1,0,0,0,0,0,0
212s,0,1,0,0,0,0,0,0
213s,0,1,0,0,0,0,0,0
214s,0,1,0,0,0,0,0,0
215s,0,1,0,0,0,0,0,0
216s,0,1,0,0,0,0,0,0
217s,0,1,0,0,0,0,0,0
239s,0,1,0,0,0,0,0,0
240s,0,1,0,0,0,0,0,0
241s,0,1,0,0,0,0,0,0
242s,0,1,0,0,0,0,0,0
243s,0,1,0,0,0,0,0,0
244s,0,1,0,0,0,0,0,0
245s,0,1,0,0,0,0,0,0
246s,0,1,0,0,0,0,0,0
247s,0,1,0,0,0,0,0,0
248s,0,1,0,0,0,0,0,0
249s,0,1,0,0,0,0,0,0
250s,0,0,0,0,0,0,0,1
251s,0,0,0,0,0,0,0,1
252s,0,0,0,0,0,0,0,1
253s,0,1,0,0,0,0,0,0
254s,0,1,0,0,0,0,0,0
255s,0,1,0,0,0,0,0,0
256s,0,1,0,0,0,0,0,0
257s,0,0,0,0,0,1,0,0
258s,0,0,0,0,0,1,0,0
259s,1,0,0,0,0,0,0,0
260s,1,0,0,0,0,0,0,0
261s,1,0,0,0,0,0,0,0
262s,0,0,0,0,0,1,0,0
263s,0,0,0,0,0,0,0,1
264s,0,0,0,0,0,0,0,1
265s,0,0,0,0,0,0,0,1
266s,0,0,0,0,0,0,0,1
267s,0,1,0,0,0,0,0,0
268s,0,1,0,0,0,0,0,0
269s,0,1,0,0,0,0,0,0
270s,0,1,0,0,0,0,0,0
271s,0,0,0,0,0,0,0,1
